Ca_mV,N_mV,temp,K,K_mV,EC,N,time,pH,Ca,
-250.0,295.0,0.0,584.63,413.0,138.63,322.16,2015-04-02 12:40:56.175000,321.79,245.47,
-250.0,295.0,0.0,584.63,413.0,138.63,322.16,2015-04-02 12:40:57.181000,321.37,245.47,
-249.0,295.0,0.0,584.63,413.0,138.0,322.16,2015-04-02 12:40:58.186000,321.37,246.0,
-249.0,296.0,0.0,585.84,414.0,137.58,322.63,2015-04-02 12:40:59.190000,321.37,246.37,
-249.0,296.0,0.0,587.68,416.0,137.58,322.53,2015-04-02 12:41:00.307000,321.37,246.37,
-249.0,295.0,0.0,587.68,416.0,137.58,321.79,2015-04-02 12:41:01.313000,321.37,246.37,
-249.0,295.0,0.0,586.95,415.0,137.58,321.79,2015-04-02 12:41:02.318000,321.05,246.37,
-249.0,296.0,0.0,586.0,414.0,139.26,322.53,2015-04-02 12:41:03.323000,321.05,245.79,
-249.0,296.0,0.0,586.0,414.0,139.26,322.53,2015-04-02 12:41:04.328000,321.05,245.79,
-249.0,296.0,0.0,585.58,414.0,139.26,322.84,2015-04-02 12:41:05.596000,321.05,245.79,
-249.0,296.0,0.0,586.0,414.0,138.74,322.84,2015-04-02 12:41:06.604000,321.05,245.79,
-250.0,296.0,0.0,586.0,414.0,138.74,322.84,2015-04-02 12:41:07.609000,321.26,245.42,
-250.0,295.0,0.0,585.68,414.0,138.11,322.11,2015-04-02 12:41:08.614000,321.26,245.42,
-250.0,295.0,0.0,585.68,414.0,137.32,321.95,2015-04-02 12:41:09.617000,319.16,245.42,
-250.0,295.0,0.0,586.26,415.0,137.32,321.16,2015-04-02 12:41:10.713000,319.16,245.37,
-250.0,294.0,0.0,586.84,415.0,137.26,321.05,2015-04-02 12:41:11.763000,317.58,245.37,
-249.0,294.0,0.0,586.84,415.0,137.26,321.05,2015-04-02 12:41:12.769000,317.58,245.89,
-249.0,294.0,0.0,586.84,415.0,135.0,321.05,2015-04-02 12:41:13.774000,317.58,245.89,
-249.0,295.0,0.0,586.84,415.0,135.0,321.16,2015-04-02 12:41:14.778000,317.58,245.68,
-249.0,295.0,0.0,584.05,413.0,136.74,321.47,2015-04-02 12:41:15.786000,318.37,245.68,
-249.0,295.0,0.0,584.05,413.0,136.74,321.47,2015-04-02 12:41:16.791000,322.84,245.89,
-249.0,296.0,0.0,584.05,413.0,136.74,322.21,2015-04-02 12:41:17.797000,322.84,245.95,
-249.0,295.0,0.0,583.79,412.0,136.74,321.84,2015-04-02 12:41:18.801000,322.37,246.32,
-249.0,295.0,0.0,583.79,412.0,136.74,321.84,2015-04-02 12:41:19.876000,322.37,246.32,
-249.0,295.0,0.0,585.0,413.0,136.53,321.84,2015-04-02 12:41:20.884000,322.37,246.32,
-250.0,295.0,0.0,585.0,413.0,136.53,321.84,2015-04-02 12:41:21.890000,322.37,245.58,
-250.0,295.0,0.0,585.0,413.0,136.53,321.21,2015-04-02 12:41:22.895000,322.37,245.58,
-250.0,295.0,0.0,585.0,413.0,138.05,321.21,2015-04-02 12:41:23.932000,323.11,245.58,
-250.0,295.0,0.0,585.0,413.0,138.05,321.21,2015-04-02 12:41:24.940000,323.11,245.58,
-249.0,295.0,0.0,584.58,413.0,138.05,322.05,2015-04-02 12:41:25.946000,323.11,246.0,
-249.0,295.0,0.0,584.58,413.0,138.05,322.05,2015-04-02 12:41:26.951000,320.0,246.0,
-249.0,295.0,0.0,584.58,413.0,138.05,322.05,2015-04-02 12:41:27.956000,320.0,245.95,
-249.0,295.0,0.0,584.58,413.0,136.53,322.05,2015-04-02 12:41:29.048000,320.0,245.95,
-249.0,295.0,0.0,584.58,413.0,136.53,321.16,2015-04-02 12:41:30.054000,321.16,245.95,
-250.0,295.0,0.0,584.0,412.0,136.53,321.16,2015-04-02 12:41:31.060000,321.16,245.42,
-250.0,295.0,0.0,584.0,412.0,136.53,321.32,2015-04-02 12:41:32.065000,321.16,245.42,
-250.0,297.0,0.0,584.0,412.0,136.53,323.79,2015-04-02 12:41:33.141000,321.16,245.42,
-250.0,297.0,0.0,584.26,413.0,136.16,323.74,2015-04-02 12:41:34.149000,321.05,245.42,
-249.0,297.0,0.0,584.26,413.0,136.16,323.74,2015-04-02 12:41:35.154000,320.0,246.26,
-249.0,297.0,0.0,584.26,413.0,134.0,323.74,2015-04-02 12:41:36.159000,320.0,246.26,
-249.0,297.0,0.0,584.26,413.0,134.0,323.74,2015-04-02 12:41:37.165000,317.79,246.26,
-248.0,295.0,0.0,584.26,413.0,134.0,321.26,2015-04-02 12:41:38.301000,317.79,246.74,
-249.0,295.0,0.0,584.42,413.0,137.68,321.26,2015-04-02 12:41:39.308000,317.79,245.63,
-250.0,295.0,0.0,584.42,413.0,137.68,321.26,2015-04-02 12:41:40.313000,317.79,245.26,
-250.0,294.0,0.0,584.68,413.0,138.16,321.05,2015-04-02 12:41:41.318000,317.0,245.26,
-250.0,294.0,0.0,586.26,415.0,137.68,320.84,2015-04-02 12:41:42.348000,319.0,245.26,
-250.0,294.0,0.0,586.26,415.0,137.37,321.05,2015-04-02 12:41:43.358000,319.0,245.26,
-249.0,294.0,0.0,586.26,415.0,136.0,321.05,2015-04-02 12:41:44.364000,319.0,245.95,
-249.0,296.0,0.0,586.26,415.0,136.0,322.26,2015-04-02 12:41:45.369000,319.0,246.11,
-249.0,296.0,0.0,585.11,414.0,136.0,322.63,2015-04-02 12:41:46.375000,319.0,246.11,
-249.0,296.0,0.0,585.11,414.0,136.0,322.63,2015-04-02 12:41:47.473000,319.89,245.95,
-249.0,296.0,0.0,585.11,414.0,139.21,322.63,2015-04-02 12:41:48.497000,320.47,245.95,
-249.0,296.0,0.0,585.11,414.0,139.21,322.63,2015-04-02 12:41:49.502000,320.47,245.79,
-249.0,296.0,0.0,585.11,414.0,139.21,322.63,2015-04-02 12:41:50.507000,320.47,245.63,
-249.0,298.0,0.0,586.0,414.0,137.05,324.32,2015-04-02 12:41:51.529000,320.47,245.63,
-249.0,298.0,0.0,586.0,414.0,137.05,324.32,2015-04-02 12:41:52.533000,321.37,245.79,
-249.0,298.0,0.0,585.0,413.0,137.05,324.32,2015-04-02 12:41:53.539000,321.37,245.68,
-250.0,296.0,0.0,585.0,413.0,136.32,322.84,2015-04-02 12:41:54.544000,319.89,245.05,
-250.0,296.0,0.0,586.37,415.0,137.11,322.26,2015-04-02 12:41:55.549000,319.89,245.32,
-249.0,295.0,0.0,586.37,415.0,138.42,321.37,2015-04-02 12:41:56.555000,322.0,245.68,
-250.0,295.0,0.0,586.37,415.0,138.42,321.63,2015-04-02 12:41:57.560000,322.0,245.32,
-250.0,295.0,0.0,586.37,415.0,137.11,321.63,2015-04-02 12:41:58.565000,321.68,245.32,
-250.0,295.0,0.0,586.37,415.0,137.11,321.63,2015-04-02 12:41:59.571000,321.68,245.32,
-249.0,295.0,0.0,585.53,414.0,137.53,321.21,2015-04-02 12:42:00.638000,321.68,245.84,
-250.0,295.0,0.0,585.53,414.0,137.53,321.21,2015-04-02 12:42:01.643000,321.68,245.42,
-250.0,295.0,0.0,585.42,414.0,137.53,321.21,2015-04-02 12:42:02.649000,321.68,245.47,
-250.0,296.0,0.0,585.53,414.0,137.74,322.68,2015-04-02 12:42:03.654000,322.47,245.47,
-249.0,296.0,0.0,585.53,414.0,137.74,322.68,2015-04-02 12:42:04.737000,322.47,245.84,
-250.0,296.0,0.0,586.47,415.0,139.58,322.68,2015-04-02 12:42:05.742000,322.47,245.47,
-249.0,297.0,0.0,586.47,415.0,141.37,323.42,2015-04-02 12:42:06.747000,322.47,245.84,
-249.0,297.0,0.0,586.47,415.0,137.74,323.42,2015-04-02 12:42:07.753000,322.47,245.84,
-249.0,297.0,0.0,584.68,413.0,141.37,323.42,2015-04-02 12:42:08.757000,322.47,245.63,
-250.0,297.0,0.0,584.68,413.0,141.68,324.05,2015-04-02 12:42:09.984000,322.74,245.37,
-250.0,297.0,0.0,584.68,413.0,142.37,324.05,2015-04-02 12:42:10.992000,324.95,245.42,
-250.0,297.0,0.0,584.68,413.0,142.37,324.05,2015-04-02 12:42:11.998000,324.95,245.42,
-250.0,296.0,0.0,584.47,413.0,142.37,322.68,2015-04-02 12:42:13.003000,326.58,245.42,
-250.0,298.0,0.0,584.47,413.0,140.21,324.68,2015-04-02 12:42:14.007000,324.95,245.42,
-250.0,295.0,0.0,584.47,413.0,136.42,322.16,2015-04-02 12:42:15.012000,321.84,245.53,
-250.0,295.0,0.0,584.47,413.0,136.42,322.16,2015-04-02 12:42:16.017000,320.21,245.53,
-250.0,295.0,0.0,584.47,413.0,136.42,322.05,2015-04-02 12:42:17.023000,320.21,245.58,
-250.0,295.0,0.0,584.16,413.0,138.32,322.05,2015-04-02 12:42:18.027000,320.21,245.42,
-249.0,295.0,0.0,584.16,413.0,138.32,322.05,2015-04-02 12:42:19.341000,320.21,245.95,
-250.0,295.0,0.0,584.74,413.0,138.32,321.26,2015-04-02 12:42:20.355000,320.21,245.42,
-250.0,295.0,0.0,584.74,413.0,138.47,321.47,2015-04-02 12:42:21.361000,320.0,245.58,
-250.0,296.0,0.0,584.74,413.0,138.47,322.84,2015-04-02 12:42:22.380000,320.0,245.58,
-249.0,295.0,0.0,584.74,413.0,134.74,321.95,2015-04-02 12:42:23.384000,320.0,246.16,
-250.0,295.0,0.0,584.74,413.0,134.74,321.95,2015-04-02 12:42:24.502000,320.0,245.58,
-249.0,296.0,0.0,584.89,413.0,136.21,322.21,2015-04-02 12:42:25.508000,320.0,245.84,
-249.0,296.0,0.0,584.89,413.0,136.21,322.21,2015-04-02 12:42:26.514000,320.79,245.84,
-249.0,295.0,0.0,584.89,413.0,136.21,321.95,2015-04-02 12:42:27.519000,320.79,245.84,
-249.0,296.0,0.0,584.89,413.0,136.21,322.21,2015-04-02 12:42:28.589000,320.95,245.84,
-249.0,296.0,0.0,586.84,415.0,136.21,322.21,2015-04-02 12:42:29.596000,320.95,245.84,
-249.0,295.0,0.0,586.84,415.0,137.53,321.21,2015-04-02 12:42:30.601000,320.95,245.79,
-249.0,295.0,0.0,586.84,415.0,137.53,321.21,2015-04-02 12:42:31.606000,320.95,245.79,
-249.0,295.0,0.0,586.84,415.0,139.37,321.21,2015-04-02 12:42:32.612000,320.95,245.79,
-249.0,295.0,0.0,586.84,415.0,139.37,321.21,2015-04-02 12:42:33.764000,321.0,245.63,
-250.0,295.0,0.0,584.74,413.0,139.37,321.21,2015-04-02 12:42:34.792000,321.0,245.53,
-250.0,295.0,0.0,585.84,414.0,137.42,321.68,2015-04-02 12:42:35.798000,321.0,245.53,
-250.0,295.0,0.0,585.84,414.0,137.42,321.68,2015-04-02 12:42:36.803000,321.0,245.32,
-250.0,295.0,0.0,585.84,414.0,137.42,321.68,2015-04-02 12:42:37.839000,321.0,244.63,
-250.0,295.0,0.0,585.84,414.0,137.42,321.68,2015-04-02 12:42:38.847000,321.0,244.63,
-251.0,295.0,0.0,585.84,414.0,137.42,321.68,2015-04-02 12:42:39.852000,321.0,244.53,
-251.0,295.0,0.0,584.95,413.0,136.95,321.42,2015-04-02 12:42:40.858000,321.0,244.53,
-250.0,295.0,0.0,584.95,413.0,136.95,321.42,2015-04-02 12:42:41.863000,321.05,245.26,
-249.0,295.0,0.0,584.95,413.0,136.95,321.42,2015-04-02 12:42:42.971000,321.05,245.63,
-249.0,295.0,0.0,584.95,413.0,137.74,321.42,2015-04-02 12:42:43.978000,322.0,245.63,
-249.0,295.0,0.0,584.95,413.0,137.74,321.42,2015-04-02 12:42:44.983000,322.0,245.63,
-249.0,293.0,0.0,583.58,412.0,139.0,320.0,2015-04-02 12:42:45.988000,322.0,245.63,
-250.0,296.0,0.0,583.58,412.0,139.0,322.53,2015-04-02 12:42:47.064000,318.0,245.32,
-250.0,296.0,0.0,583.37,412.0,139.0,322.53,2015-04-02 12:42:48.071000,318.0,245.32,
-250.0,296.0,0.0,583.37,412.0,139.0,322.53,2015-04-02 12:42:49.076000,318.0,245.32,
-250.0,296.0,0.0,583.89,412.0,139.0,322.53,2015-04-02 12:42:50.081000,317.95,245.21,
-250.0,296.0,0.0,584.53,413.0,139.05,322.53,2015-04-02 12:42:51.086000,318.26,245.21,
-250.0,295.0,0.0,584.53,413.0,138.26,321.32,2015-04-02 12:42:52.283000,320.0,245.37,
-250.0,295.0,0.0,586.53,415.0,138.21,321.32,2015-04-02 12:42:53.293000,320.0,245.37,
-250.0,295.0,0.0,586.53,415.0,138.21,321.32,2015-04-02 12:42:54.298000,320.0,245.37,
-249.0,295.0,0.0,584.53,413.0,138.21,321.32,2015-04-02 12:42:55.304000,320.0,245.63,
-249.0,296.0,0.0,585.42,414.0,136.95,323.0,2015-04-02 12:42:56.309000,320.0,245.63,
-249.0,296.0,0.0,585.42,414.0,136.89,323.0,2015-04-02 12:42:57.313000,319.95,245.84,
-249.0,296.0,0.0,585.42,414.0,136.74,323.0,2015-04-02 12:42:58.318000,319.95,245.84,
-249.0,297.0,0.0,585.42,414.0,136.89,324.05,2015-04-02 12:42:59.324000,319.95,245.84,
-250.0,296.0,0.0,586.68,415.0,136.89,323.05,2015-04-02 12:43:00.329000,319.95,245.11,
-250.0,294.0,0.0,588.32,417.0,136.74,320.95,2015-04-02 12:43:01.518000,319.95,245.11,
-250.0,294.0,0.0,587.53,416.0,136.74,320.95,2015-04-02 12:43:02.526000,322.89,245.11,
-250.0,295.0,0.0,587.53,416.0,137.53,321.47,2015-04-02 12:43:03.531000,322.89,245.11,
-250.0,295.0,0.0,587.53,416.0,139.11,321.47,2015-04-02 12:43:04.535000,322.89,245.11,
-250.0,295.0,0.0,586.05,414.0,139.11,321.47,2015-04-02 12:43:05.596000,322.89,245.0,
-250.0,295.0,0.0,585.84,414.0,139.11,321.47,2015-04-02 12:43:06.601000,322.89,245.53,
-250.0,295.0,0.0,585.84,414.0,138.11,321.47,2015-04-02 12:43:07.607000,319.26,245.0,
-250.0,295.0,0.0,585.84,414.0,138.11,322.11,2015-04-02 12:43:08.611000,319.26,245.0,
-250.0,295.0,0.0,585.84,414.0,136.11,321.95,2015-04-02 12:43:09.616000,319.26,245.0,
-250.0,295.0,0.0,585.84,414.0,136.11,321.95,2015-04-02 12:43:10.925000,319.26,245.53,
-250.0,295.0,0.0,584.53,413.0,135.58,321.95,2015-04-02 12:43:11.930000,319.26,244.79,
-250.0,295.0,0.0,584.53,413.0,135.58,321.95,2015-04-02 12:43:12.936000,320.0,245.11,
-250.0,295.0,0.0,584.53,413.0,135.58,321.16,2015-04-02 12:43:13.941000,320.0,245.11,
-249.0,295.0,0.0,584.53,413.0,135.58,321.16,2015-04-02 12:43:14.945000,320.0,246.53,
-250.0,295.0,0.0,584.53,413.0,135.58,321.16,2015-04-02 12:43:16.129000,320.0,245.11,
-250.0,294.0,0.0,584.26,413.0,136.0,321.11,2015-04-02 12:43:17.139000,320.0,245.11,
-249.0,294.0,0.0,584.26,413.0,136.0,321.11,2015-04-02 12:43:18.144000,322.53,245.68,
-249.0,296.0,0.0,584.26,413.0,136.0,322.79,2015-04-02 12:43:19.149000,322.53,245.68,
-250.0,296.0,0.0,584.26,413.0,136.0,322.79,2015-04-02 12:43:20.187000,321.58,245.53,
-250.0,296.0,0.0,584.26,413.0,136.0,322.79,2015-04-02 12:43:21.193000,321.58,245.53,
-250.0,296.0,0.0,584.26,413.0,137.05,322.79,2015-04-02 12:43:22.198000,321.58,245.53,
-250.0,296.0,0.0,584.26,413.0,137.05,322.79,2015-04-02 12:43:23.203000,319.0,245.47,
-250.0,296.0,0.0,584.26,413.0,137.05,322.84,2015-04-02 12:43:24.208000,319.0,245.47,
-250.0,296.0,0.0,584.26,413.0,137.05,322.84,2015-04-02 12:43:25.363000,319.0,245.47,
-249.0,296.0,0.0,584.16,413.0,137.05,322.95,2015-04-02 12:43:26.369000,319.0,245.68,
-249.0,296.0,0.0,584.53,413.0,137.74,322.95,2015-04-02 12:43:27.375000,319.0,245.68,
-249.0,296.0,0.0,584.53,413.0,138.89,322.95,2015-04-02 12:43:28.380000,321.68,245.68,
-249.0,295.0,0.0,584.53,413.0,138.89,321.37,2015-04-02 12:43:29.462000,321.68,245.68,
-249.0,295.0,0.0,584.53,413.0,138.89,321.37,2015-04-02 12:43:30.502000,321.68,245.84,
-250.0,295.0,0.0,584.53,413.0,138.89,321.37,2015-04-02 12:43:31.507000,321.68,245.26,
-250.0,296.0,0.0,584.05,413.0,138.05,322.37,2015-04-02 12:43:32.513000,321.68,244.74,
-250.0,296.0,0.0,584.05,413.0,138.05,322.37,2015-04-02 12:43:33.518000,320.0,244.84,
-250.0,296.0,0.0,584.05,413.0,138.05,322.37,2015-04-02 12:43:34.668000,320.0,244.84,
-250.0,295.0,0.0,585.95,414.0,137.79,321.68,2015-04-02 12:43:35.710000,320.0,244.84,
-250.0,295.0,0.0,585.95,414.0,137.79,321.68,2015-04-02 12:43:36.716000,320.0,245.58,
-249.0,294.0,0.0,585.95,414.0,137.79,320.84,2015-04-02 12:43:37.722000,320.0,245.68,
-249.0,294.0,0.0,585.95,414.0,137.79,320.84,2015-04-02 12:43:38.762000,319.84,245.68,
-250.0,294.0,0.0,585.95,414.0,137.79,320.84,2015-04-02 12:43:39.777000,319.84,245.58,
-249.0,294.0,0.0,585.16,414.0,138.37,320.84,2015-04-02 12:43:40.782000,319.84,245.68,
-250.0,294.0,0.0,585.16,414.0,138.37,320.84,2015-04-02 12:43:41.787000,319.47,245.26,
-250.0,295.0,0.0,585.16,414.0,138.37,321.79,2015-04-02 12:43:42.816000,319.47,245.05,
-250.0,295.0,0.0,585.16,414.0,137.74,321.79,2015-04-02 12:43:43.824000,319.16,245.26,
-250.0,295.0,0.0,585.16,414.0,134.58,321.79,2015-04-02 12:43:44.829000,316.47,245.32,
-250.0,295.0,0.0,584.37,413.0,134.58,321.53,2015-04-02 12:43:45.835000,316.47,244.74,
-250.0,295.0,0.0,584.37,413.0,135.84,321.53,2015-04-02 12:43:46.840000,316.47,245.32,
-250.0,295.0,0.0,584.37,413.0,136.16,321.53,2015-04-02 12:43:47.849000,316.53,245.32,
-250.0,295.0,0.0,584.37,413.0,136.16,321.53,2015-04-02 12:43:48.855000,320.74,245.32,
-249.0,294.0,0.0,584.37,413.0,137.47,320.53,2015-04-02 12:43:49.861000,322.0,246.58,
-249.0,294.0,0.0,583.58,412.0,137.47,320.26,2015-04-02 12:43:50.866000,322.0,246.58,
-249.0,294.0,0.0,583.58,412.0,137.47,320.26,2015-04-02 12:43:52.123000,320.16,246.05,
-249.0,294.0,0.0,584.11,413.0,134.37,320.26,2015-04-02 12:43:53.137000,320.16,246.47,
-249.0,294.0,0.0,584.11,413.0,134.37,320.26,2015-04-02 12:43:54.142000,320.16,246.47,
-249.0,294.0,0.0,584.11,413.0,134.37,320.16,2015-04-02 12:43:55.146000,320.16,246.37,
-249.0,296.0,0.0,584.11,413.0,134.95,322.68,2015-04-02 12:43:56.150000,322.74,246.37,
-249.0,296.0,0.0,585.84,414.0,134.95,322.68,2015-04-02 12:43:57.405000,322.74,246.37,
-250.0,295.0,0.0,585.84,414.0,138.74,321.47,2015-04-02 12:43:58.467000,322.74,245.53,
-250.0,295.0,0.0,585.84,414.0,138.58,321.47,2015-04-02 12:43:59.481000,321.53,245.53,
-250.0,296.0,0.0,585.58,414.0,138.58,322.68,2015-04-02 12:44:00.492000,321.53,245.53,
-250.0,297.0,0.0,585.58,414.0,138.58,323.26,2015-04-02 12:44:01.497000,321.53,245.16,
-249.0,295.0,0.0,584.42,413.0,138.58,321.79,2015-04-02 12:44:02.774000,321.53,245.79,
-249.0,297.0,0.0,585.58,414.0,138.58,323.26,2015-04-02 12:44:03.781000,323.11,245.79,
-250.0,297.0,0.0,585.58,414.0,138.63,323.26,2015-04-02 12:44:04.787000,324.37,245.53,
-250.0,295.0,0.0,585.95,414.0,138.63,321.79,2015-04-02 12:44:05.792000,324.37,245.47,
-250.0,295.0,0.0,585.95,414.0,138.63,321.79,2015-04-02 12:44:06.799000,324.37,245.53,
-250.0,295.0,0.0,585.95,414.0,138.63,321.68,2015-04-02 12:44:07.807000,324.37,245.53,
-250.0,295.0,0.0,584.26,413.0,135.95,321.68,2015-04-02 12:44:08.812000,320.26,245.53,
-250.0,295.0,0.0,584.26,413.0,135.95,321.68,2015-04-02 12:44:09.817000,320.26,245.47,
-250.0,296.0,0.0,584.26,413.0,135.95,322.84,2015-04-02 12:44:10.822000,320.26,245.47,
-250.0,296.0,0.0,584.95,413.0,136.32,322.74,2015-04-02 12:44:11.961000,321.53,245.47,
-250.0,297.0,0.0,584.95,413.0,136.32,323.42,2015-04-02 12:44:12.966000,321.53,245.42,
-250.0,296.0,0.0,585.42,414.0,137.47,322.74,2015-04-02 12:44:13.971000,321.53,245.47,
-250.0,296.0,0.0,585.42,414.0,137.47,322.74,2015-04-02 12:44:14.977000,321.53,245.47,
-249.0,295.0,0.0,586.21,415.0,136.32,321.16,2015-04-02 12:44:16.006000,320.95,245.68,
-249.0,295.0,0.0,586.21,415.0,135.84,321.16,2015-04-02 12:44:17.014000,320.0,245.68,
-249.0,295.0,0.0,586.21,415.0,137.47,321.16,2015-04-02 12:44:18.019000,320.0,245.68,
-250.0,294.0,0.0,587.68,416.0,137.63,320.68,2015-04-02 12:44:19.024000,319.53,245.47,
-249.0,296.0,0.0,587.68,416.0,137.63,322.58,2015-04-02 12:44:20.067000,319.53,245.79,
-250.0,297.0,0.0,584.89,413.0,143.63,323.26,2015-04-02 12:44:22.076000,327.37,245.37,
-250.0,297.0,0.0,584.89,413.0,143.63,323.26,2015-04-02 12:44:24.100000,327.37,245.37,
-250.0,297.0,0.0,584.89,413.0,143.63,323.26,2015-04-02 12:44:25.105000,327.37,245.47,
-250.0,296.0,0.0,585.37,414.0,141.16,322.95,2015-04-02 12:44:26.111000,326.11,245.05,
-250.0,297.0,0.0,585.37,414.0,140.16,323.26,2015-04-02 12:44:27.115000,325.0,245.05,
-250.0,295.0,0.0,585.37,414.0,139.89,321.74,2015-04-02 12:44:28.120000,325.0,245.32,
-249.0,295.0,0.0,584.21,413.0,137.84,321.16,2015-04-02 12:44:29.124000,320.95,245.79,
-250.0,295.0,0.0,584.21,413.0,137.84,321.16,2015-04-02 12:44:30.130000,320.79,245.47,
-250.0,295.0,0.0,584.21,413.0,137.84,321.16,2015-04-02 12:44:31.135000,320.79,245.47,
-250.0,295.0,0.0,584.21,413.0,137.84,321.16,2015-04-02 12:44:32.139000,319.95,245.32,
-250.0,295.0,0.0,584.21,413.0,137.84,321.16,2015-04-02 12:44:33.230000,319.95,245.0,
-250.0,295.0,0.0,585.47,414.0,138.42,321.16,2015-04-02 12:44:34.248000,319.95,245.0,
-250.0,296.0,0.0,585.47,414.0,138.42,322.58,2015-04-02 12:44:35.254000,319.95,245.0,
-250.0,295.0,0.0,586.26,415.0,138.16,321.42,2015-04-02 12:44:36.258000,319.95,245.0,
-250.0,296.0,0.0,586.26,415.0,138.16,323.0,2015-04-02 12:44:37.457000,321.79,245.26,
-250.0,296.0,0.0,586.26,415.0,138.16,323.0,2015-04-02 12:44:38.464000,321.79,245.37,
-250.0,296.0,0.0,584.53,413.0,137.37,323.0,2015-04-02 12:44:39.469000,321.79,245.37,
-250.0,295.0,0.0,584.53,413.0,137.37,321.47,2015-04-02 12:44:40.474000,321.79,245.37,
-250.0,296.0,0.0,583.68,412.0,136.84,323.16,2015-04-02 12:44:41.480000,319.63,245.37,
-250.0,295.0,0.0,583.68,412.0,135.95,322.11,2015-04-02 12:44:42.631000,318.37,245.37,
-250.0,295.0,0.0,583.68,412.0,135.84,321.74,2015-04-02 12:44:43.640000,318.37,245.0,
-250.0,295.0,0.0,583.68,412.0,135.84,321.74,2015-04-02 12:44:44.646000,319.63,245.0,
-250.0,295.0,0.0,583.68,412.0,135.84,321.74,2015-04-02 12:44:45.652000,319.63,245.0,
-250.0,295.0,0.0,584.26,413.0,136.63,321.74,2015-04-02 12:44:46.722000,320.0,245.0,
-250.0,295.0,0.0,584.26,413.0,136.63,321.74,2015-04-02 12:44:47.729000,320.0,245.16,
-250.0,295.0,0.0,584.26,413.0,136.63,322.11,2015-04-02 12:44:48.734000,320.0,245.21,
-250.0,296.0,0.0,584.26,413.0,136.63,322.37,2015-04-02 12:44:49.740000,318.05,245.21,
-250.0,296.0,0.0,584.26,413.0,136.63,322.37,2015-04-02 12:44:50.813000,318.05,245.21,
-250.0,296.0,0.0,585.21,414.0,136.21,322.37,2015-04-02 12:44:51.821000,318.05,245.16,
-250.0,296.0,0.0,585.21,414.0,136.21,323.16,2015-04-02 12:44:52.826000,320.68,245.21,
-250.0,296.0,0.0,585.21,414.0,136.21,323.16,2015-04-02 12:44:53.830000,320.68,245.05,
-250.0,297.0,0.0,585.21,414.0,136.21,323.79,2015-04-02 12:44:54.834000,320.68,245.05,
-250.0,297.0,0.0,585.21,414.0,136.21,323.79,2015-04-02 12:44:55.848000,318.53,244.74,
-250.0,297.0,0.0,586.32,415.0,137.89,323.79,2015-04-02 12:44:56.853000,318.53,245.05,
-250.0,295.0,0.0,586.63,415.0,139.26,321.58,2015-04-02 12:44:57.859000,318.53,245.05,
-250.0,295.0,0.0,586.63,415.0,139.26,321.58,2015-04-02 12:44:58.864000,320.74,245.47,
-250.0,295.0,0.0,586.32,415.0,139.26,321.58,2015-04-02 12:44:59.870000,320.74,245.47,
-250.0,295.0,0.0,585.84,414.0,138.95,321.58,2015-04-02 12:45:00.884000,320.74,245.47,
-250.0,295.0,0.0,585.84,414.0,138.95,321.58,2015-04-02 12:45:01.890000,318.95,245.53,
-250.0,294.0,0.0,585.84,414.0,138.74,320.53,2015-04-02 12:45:02.896000,318.95,245.53,
-250.0,294.0,0.0,586.16,415.0,138.74,320.53,2015-04-02 12:45:04.202000,317.89,245.47,
-250.0,294.0,0.0,586.16,415.0,138.74,320.53,2015-04-02 12:45:05.213000,317.89,245.47,
-250.0,294.0,0.0,586.16,415.0,136.89,320.95,2015-04-02 12:45:06.219000,317.89,245.53,
-250.0,294.0,0.0,586.16,415.0,136.89,320.95,2015-04-02 12:45:07.225000,317.89,245.53,
-249.0,294.0,0.0,586.05,414.0,136.89,320.95,2015-04-02 12:45:08.234000,317.89,245.84,
-249.0,294.0,0.0,585.11,414.0,136.89,320.95,2015-04-02 12:45:09.240000,318.21,245.84,
-249.0,294.0,0.0,585.11,414.0,136.89,320.95,2015-04-02 12:45:10.245000,319.05,245.84,
-250.0,294.0,0.0,585.11,414.0,135.89,320.53,2015-04-02 12:45:11.250000,319.05,245.26,
-250.0,294.0,0.0,585.11,414.0,135.89,320.53,2015-04-02 12:45:12.258000,319.05,244.84,
-250.0,295.0,0.0,585.11,414.0,135.89,321.37,2015-04-02 12:45:13.263000,319.05,244.84,
-250.0,295.0,0.0,585.11,414.0,136.79,321.37,2015-04-02 12:45:14.269000,321.37,244.84,
-250.0,295.0,0.0,585.11,414.0,136.79,321.47,2015-04-02 12:45:15.274000,321.37,244.74,
-250.0,295.0,0.0,586.21,415.0,136.79,321.47,2015-04-02 12:45:16.298000,321.37,244.74,
-250.0,295.0,0.0,583.95,412.0,136.79,321.47,2015-04-02 12:45:17.304000,321.37,245.0,
-250.0,296.0,0.0,583.95,412.0,136.95,322.63,2015-04-02 12:45:18.310000,321.37,245.0,
-250.0,296.0,0.0,583.95,412.0,136.0,322.58,2015-04-02 12:45:19.315000,322.0,245.0,
-250.0,296.0,0.0,583.95,412.0,136.0,322.58,2015-04-02 12:45:20.337000,322.0,245.0,
-250.0,296.0,0.0,583.47,412.0,137.53,322.58,2015-04-02 12:45:21.351000,322.0,245.16,
-249.0,296.0,0.0,583.47,412.0,137.53,322.58,2015-04-02 12:45:22.357000,319.0,246.0,
